Date,Product_ID,Order_Quantity,Demand,Inventory_Level,Lead_Time,Machine_Availability,Supplier_Reliability
2024-04-09,C,199,62,774,4,1,0.9219013902180291
2024-04-09,D,91,87,174,9,1,0.8731749192305839
2024-04-09,E,26,98,719,11,1,0.7761924623716074
2024-04-10,A,42,113,992,2,1,0.9058981590058293
2024-04-10,B,165,76,553,9,1,0.9975227851503516
2024-04-10,C,96,92,678,4,1,0.7646589606373995
2024-04-10,D,152,92,632,3,1,0.8224919028278354
2024-04-10,E,151,129,559,1,1,0.9365342029759895
2024-04-11,A,86,108,309,3,1,0.9012196935717502
2024-04-11,B,160,88,702,2,1,0.8381074813605779
2024-04-11,C,109,146,939,14,1,0.9930400985531977
2024-04-11,D,87,113,980,9,1,0.7081525048272532
2024-04-11,E,111,116,761,9,1,0.9732310484931745
2024-04-12,A,179,48,812,12,0,0.9888431071222078
2024-04-12,B,72,102,862,12,1,0.784456359524479
2024-04-12,C,184,145,497,8,1,0.8622095429934731
2024-04-12,D,177,110,385,9,0,0.8406303896393518
2024-04-12,E,98,43,302,5,1,0.7899757334520954
2024-04-13,A,50,97,167,12,1,0.9003414049679219
2024-04-13,B,119,115,731,7,1,0.9514456550655773
2024-04-13,C,185,59,367,3,1,0.9367482539766194
2024-04-13,D,158,98,403,4,1,0.8465123886948815
2024-04-13,E,198,38,423,3,1,0.9636936700846802
2024-04-14,A,74,37,400,7,1,0.7950839763373357
2024-04-14,B,85,75,658,9,1,0.7494474026040285
2024-04-14,C,159,133,632,3,1,0.9366406791716079
2024-04-14,D,188,33,922,7,1,0.7702553340446456
2024-04-14,E,85,74,678,6,1,0.781470629425312
2024-04-15,A,100,84,460,1,1,0.8220915728902791
2024-04-15,B,162,111,672,12,1,0.9722140494138541
2024-04-15,C,133,135,548,9,1,0.8446123174336247
2024-04-15,D,177,43,390,13,1,0.8772602323813125
2024-04-15,E,198,131,148,14,0,0.9499951214419038
2024-04-16,A,157,126,701,7,1,0.8716145930107903
2024-04-16,B,71,135,462,6,1,0.8191045123711574
2024-04-16,C,46,78,652,1,1,0.8035669428405076
2024-04-16,D,176,84,140,7,1,0.9106776298094993
2024-04-16,E,156,40,432,14,1,0.8169617058824632
2024-04-17,A,28,105,683,8,1,0.7774519762573507
2024-04-17,B,198,141,400,10,1,0.9463594847650679
2024-04-17,C,17,54,958,14,0,0.7772821661001166
2024-04-17,D,186,76,951,2,1,0.8995876305934165
2024-04-17,E,170,65,693,5,1,0.8256843370562426
2024-04-18,A,93,142,836,12,0,0.8064313875507952
2024-04-18,B,176,31,896,9,1,0.9664117193080354
2024-04-18,C,19,43,309,3,1,0.8837720405034457
2024-04-18,D,37,32,183,6,1,0.9707359921857525
2024-04-18,E,175,32,449,8,1,0.9084647121027878
2024-04-19,A,21,64,334,1,0,0.8198106245184072
2024-04-19,B,110,114,673,1,1,0.8399823354091648
2024-04-19,C,161,67,895,5,1,0.8289793232170444
2024-04-19,D,108,74,474,9,1,0.936695547976238
2024-04-19,E,197,137,965,3,1,0.8737799061461581
2024-04-20,A,50,92,122,8,1,0.7036929109048227
2024-04-20,B,66,147,711,12,1,0.8123658661060363
2024-04-20,C,193,57,106,4,0,0.9285720460397247
2024-04-20,D,56,49,886,13,1,0.8136730834176443
2024-04-20,E,172,72,578,11,1,0.793365248519018
2024-04-21,A,47,93,424,8,1,0.7653677662764969
2024-04-21,B,74,60,487,1,1,0.8456769098978193
2024-04-21,C,129,117,542,3,1,0.81526201389574
2024-04-21,D,164,75,462,11,1,0.7070056288984558
2024-04-21,E,68,44,344,14,1,0.9506440709146983
2024-04-22,A,46,71,223,5,1,0.8332383139497255
2024-04-22,B,27,102,468,13,1,0.9883406456222779
2024-04-22,C,154,138,835,6,1,0.7462435129535461
2024-04-22,D,58,42,773,13,1,0.9500949885812756
2024-04-22,E,188,32,653,2,1,0.7583871510114616
2024-04-23,A,94,75,482,12,1,0.9492065531560231
2024-04-23,B,77,144,484,12,1,0.9999141412467742
2024-04-23,C,150,140,965,11,1,0.9347164988380262
2024-04-23,D,108,111,203,6,1,0.8861981439473752
2024-04-23,E,174,132,952,8,0,0.842663811246048
2024-04-24,A,173,147,758,11,1,0.9166429706367717
2024-04-24,B,182,76,239,6,1,0.9371529382824655
2024-04-24,C,14,110,283,4,1,0.7103383778275
2024-04-24,D,79,46,982,3,1,0.728101726211773
2024-04-24,E,61,125,681,7,1,0.785735066657761
2024-04-25,A,170,91,315,7,1,0.8533826386602253
2024-04-25,B,188,82,830,2,1,0.8806350956064338
2024-04-25,C,13,36,464,3,1,0.7327792630928864
2024-04-25,D,125,74,948,1,1,0.9679270615586245
2024-04-25,E,156,92,905,3,1,0.8531297467012696
2024-04-26,A,198,60,819,2,1,0.9063166127291682
2024-04-26,B,180,96,665,10,1,0.7898186765115044
2024-04-26,C,178,53,646,8,1,0.9380182042916043
2024-04-26,D,172,48,469,8,1,0.7269436462848322
2024-04-26,E,39,36,678,1,1,0.8898718992035303
2024-04-27,A,152,66,240,8,1,0.9465779907819789
2024-04-27,B,136,30,775,3,1,0.7265814141909037
2024-04-27,C,18,63,483,4,1,0.7198029532420724
2024-04-27,D,108,101,870,14,1,0.9843064077893412
2024-04-27,E,43,74,672,3,1,0.7898697033861621
2024-04-28,A,177,46,474,2,1,0.9121259431800094
2024-04-28,B,197,95,549,10,1,0.7885871482143829
2024-04-28,C,43,68,550,8,1,0.7456988768393606
2024-04-28,D,64,56,729,13,1,0.9526692239031843
2024-04-28,E,154,134,769,5,0,0.7643884219776408
2024-04-29,A,28,86,380,6,1,0.9159374360064058
2024-04-29,B,41,91,173,10,1,0.8663972044105287
2024-04-29,C,157,61,981,14,1,0.7703960325327548
2024-04-29,D,62,53,946,6,1,0.7359861079071669
2024-04-29,E,68,116,875,2,1,0.7475872433579134
2024-04-30,A,43,111,859,2,1,0.7814641142233727
2024-04-30,B,58,108,540,1,1,0.7140555725582809
2024-04-30,C,105,115,393,1,0,0.9518015477068007
2024-04-30,D,178,35,424,12,1,0.794881044918792
2024-04-30,E,148,94,718,3,1,0.959964394524726
2024-05-01,A,109,111,918,13,1,0.813194098421897
2024-05-01,B,65,105,790,5,1,0.7126875247668043
2024-05-01,C,166,62,927,11,1,0.9027543239393009
2024-05-01,D,184,52,824,5,1,0.7548421709970701
2024-05-01,E,33,137,622,1,1,0.9831946916089629
2024-05-02,A,30,113,822,12,1,0.7314424194992716
2024-05-02,B,57,132,639,9,1,0.7332932573755444
2024-05-02,C,114,100,112,2,1,0.8247392502062351
2024-05-02,D,139,45,748,9,1,0.9191489082876371
2024-05-02,E,109,138,954,13,0,0.8184203061534484
2024-05-03,A,17,36,903,2,1,0.9923775434005989
2024-05-03,B,181,50,639,8,1,0.8737525766124167
2024-05-03,C,30,136,326,13,0,0.7334536636963829
2024-05-03,D,147,82,143,5,1,0.7725666650662437
2024-05-03,E,111,53,869,6,1,0.9846537867493391
2024-05-04,A,172,54,486,6,1,0.8785395024717044
2024-05-04,B,33,58,270,9,1,0.8557096840388646
2024-05-04,C,74,113,218,12,1,0.7659416046469569
2024-05-04,D,101,87,894,6,0,0.9310474635271287
2024-05-04,E,171,66,233,7,0,0.7879925832341694
2024-05-05,A,42,84,618,4,1,0.8711948871642804
2024-05-05,B,52,146,583,13,1,0.9541182480951699
2024-05-05,C,169,104,875,1,1,0.7873432743355536
2024-05-05,D,54,115,158,4,1,0.9130406295394198
2024-05-05,E,166,127,325,12,1,0.7179149466912668
2024-05-06,A,181,119,615,10,1,0.7717476333346729
2024-05-06,B,65,125,533,11,1,0.7226815121850252
2024-05-06,C,26,88,189,12,1,0.968822533538372
2024-05-06,D,34,39,606,13,1,0.9944959971557343
2024-05-06,E,113,97,962,12,1,0.9429580562081759
2024-05-07,A,184,81,201,8,1,0.8616439027118857
2024-05-07,B,168,134,785,2,1,0.9791820414539611
2024-05-07,C,93,81,460,11,0,0.8246926560057717
2024-05-07,D,175,56,837,13,1,0.9886930608963352
2024-05-07,E,143,67,673,6,1,0.8640578922925378
2024-05-08,A,55,42,322,14,1,0.959188474220503
2024-05-08,B,17,73,592,11,1,0.7410997189161014
2024-05-08,C,84,106,149,11,1,0.897734129340858
2024-05-08,D,178,45,679,3,1,0.8220022209995749
2024-05-08,E,196,119,545,9,1,0.8376890438131895
2024-05-09,A,27,48,410,6,1,0.9943533510286884
2024-05-09,B,13,137,982,13,1,0.9831104778460662
2024-05-09,C,116,72,344,2,1,0.817838132742803
2024-05-09,D,115,37,577,4,1,0.8921845550646662
2024-05-09,E,48,110,286,4,1,0.9314880732935823
2024-05-10,A,95,73,236,5,0,0.8071088031910036
2024-05-10,B,165,71,354,11,0,0.9424237847067489
2024-05-10,C,113,95,666,8,1,0.7761463234470084
2024-05-10,D,164,122,550,12,1,0.7355507870794454
2024-05-10,E,18,83,859,7,1,0.9979765046268892
2024-05-11,A,169,118,704,7,1,0.8177374558688439
2024-05-11,B,126,123,774,3,1,0.8731367758114962
2024-05-11,C,26,47,784,4,1,0.872152376231354
2024-05-11,D,91,97,213,1,1,0.9754717260026311
2024-05-11,E,125,116,365,11,1,0.7116789889977002
2024-05-12,A,131,94,500,6,1,0.784743623193108
2024-05-12,B,77,98,355,11,1,0.8282505493984335
2024-05-12,C,85,55,982,3,1,0.82903086295894
2024-05-12,D,80,55,651,5,1,0.9341096509020645
2024-05-12,E,115,113,498,2,1,0.8773390909775549
2024-05-13,A,50,141,246,7,0,0.8908127406339905
2024-05-13,B,77,44,520,1,1,0.9432635743023755
2024-05-13,C,49,92,288,4,1,0.931336844755566
2024-05-13,D,13,96,389,9,1,0.7136209844406077
2024-05-13,E,125,52,976,5,1,0.8640101561670305
2024-05-14,A,178,86,608,9,0,0.8086528764396185
2024-05-14,B,66,39,779,7,1,0.7030271820067073
2024-05-14,C,12,80,441,4,1,0.7672880449855135
2024-05-14,D,173,140,268,5,1,0.8828893034970705
2024-05-14,E,39,91,968,9,1,0.78143157329026
2024-05-15,A,194,141,478,6,1,0.7661465304067319
2024-05-15,B,31,114,409,5,1,0.8142069043482597
2024-05-15,C,40,71,301,11,1,0.8552788903946565
2024-05-15,D,148,125,109,6,1,0.8804661637899472
2024-05-15,E,189,140,252,11,1,0.7307547892199423
2024-05-16,A,74,92,828,3,1,0.9798774587709016
2024-05-16,B,97,95,203,7,1,0.9762983563289728
2024-05-16,C,160,68,608,14,1,0.7092573712924217
2024-05-16,D,178,122,172,13,1,0.8995438582715216
2024-05-16,E,12,110,674,1,1,0.8686218383207713
2024-05-17,A,192,93,164,1,1,0.7489106010794773
2024-05-17,B,41,125,227,4,1,0.7075580241877688
2024-05-17,C,125,64,587,14,1,0.9910771329178171
2024-05-17,D,198,148,999,8,1,0.9451384426046755
2024-05-17,E,130,126,267,3,1,0.7926503272022022
2024-05-18,A,89,35,624,14,1,0.8189661045969889
2024-05-18,B,132,72,557,9,1,0.7929363577627297
2024-05-18,C,160,31,475,6,1,0.9390044191574117
2024-05-18,D,16,107,474,3,1,0.9945717094229617
2024-05-18,E,188,111,599,8,0,0.8646575995232068
2024-05-19,A,135,82,430,5,1,0.886387734714883
2024-05-19,B,106,34,668,12,1,0.7205059600929875
2024-05-19,C,68,62,417,2,1,0.9056331649665704
2024-05-19,D,132,95,658,7,1,0.8925203191895674
2024-05-19,E,191,36,690,7,1,0.825500159230684
2024-05-20,A,63,122,859,4,1,0.7828957325397561
2024-05-20,B,114,86,491,10,1,0.993131269915472
2024-05-20,C,75,35,669,5,1,0.8666486272317581
2024-05-20,D,91,119,567,9,1,0.8559112788683453
2024-05-20,E,80,32,877,2,1,0.7805601268202822
2024-05-21,A,133,53,685,6,1,0.8810911601678125
2024-05-21,B,48,120,768,6,0,0.8291124249072379
2024-05-21,C,157,137,502,4,0,0.8660137048380122
2024-05-21,D,62,63,934,6,1,0.9028078864157643
2024-05-21,E,105,77,425,9,1,0.7748573100514745
2024-05-22,A,11,58,551,1,1,0.834725423503284
2024-05-22,B,62,108,414,6,1,0.7020046387671663
2024-05-22,C,31,129,709,14,1,0.8224455072600094
2024-05-22,D,122,74,167,7,1,0.8350762738428671
2024-05-22,E,138,39,519,9,1,0.7565621817247753
2024-05-23,A,41,35,275,6,1,0.7024959826681576
2024-05-23,B,63,79,518,4,1,0.9743645991545676
2024-05-23,C,165,140,370,4,1,0.9170343453550003
2024-05-23,D,163,48,347,12,1,0.8913064740687806
2024-05-23,E,179,79,311,13,0,0.7597811009400403
2024-05-24,A,160,140,579,4,0,0.77451287811094
2024-05-24,B,119,98,398,2,0,0.8376821549790461
2024-05-24,C,71,87,260,11,1,0.8116601175475657
2024-05-24,D,147,111,649,3,1,0.7849914287274792
2024-05-24,E,183,32,969,1,1,0.9962978777023755
2024-05-25,A,17,80,593,10,1,0.7618652215252419
2024-05-25,B,116,118,394,1,1,0.974577155475347
2024-05-25,C,46,38,949,8,1,0.8234018399497431
2024-05-25,D,67,136,222,12,1,0.8498295309600505
2024-05-25,E,123,136,648,12,1,0.8500240354814748
2024-05-26,A,148,87,284,13,1,0.8507893727890391
2024-05-26,B,70,136,921,8,1,0.7316179654323415
2024-05-26,C,64,32,853,9,1,0.7478476787624074
2024-05-26,D,166,34,813,12,1,0.9645071835530524
2024-05-26,E,118,76,695,3,1,0.7867562338887849
2024-05-27,A,149,89,382,8,1,0.7764646746744647
2024-05-27,B,70,92,989,4,1,0.9484350487019029
2024-05-27,C,55,61,666,5,1,0.8063274846379165
2024-05-27,D,115,87,906,1,1,0.9710675330297591
2024-05-27,E,15,144,208,3,1,0.8564798188034074
2024-05-28,A,14,71,186,1,1,0.8385530443825331
2024-05-28,B,167,86,994,6,1,0.8377567701197686
2024-05-28,C,96,42,771,14,1,0.846812934691201
2024-05-28,D,54,46,346,8,1,0.8595667237022542
2024-05-28,E,117,47,705,6,1,0.8035689861009917
2024-05-29,A,135,136,515,10,1,0.7364486173263296
2024-05-29,B,124,65,773,9,1,0.793300748419804
2024-05-29,C,176,148,658,6,1,0.8007021499117178
2024-05-29,D,135,57,763,8,1,0.8244207480902412
2024-05-29,E,42,91,580,3,1,0.8235594221252488
2024-05-30,A,166,79,453,3,1,0.8726228161858445
2024-05-30,B,102,77,338,13,1,0.8487111250695673
2024-05-30,C,70,58,394,8,1,0.7618756341508457
2024-05-30,D,78,55,404,3,1,0.8523415191876337
2024-05-30,E,62,94,852,14,1,0.7207137718943799
2024-05-31,A,140,108,640,5,1,0.9143923824726172
2024-05-31,B,153,54,921,12,1,0.9257914882215508
2024-05-31,C,102,115,435,9,1,0.8000885187510597
2024-05-31,D,166,112,758,2,1,0.8453033278874525
2024-05-31,E,148,82,641,9,1,0.9705322085638686
2024-06-01,A,57,95,835,8,1,0.8168214816936625
2024-06-01,B,194,133,391,12,1,0.9945122027563424
2024-06-01,C,91,95,432,13,1,0.7694645307895146
2024-06-01,D,132,135,832,3,1,0.8051561602858485
2024-06-01,E,73,69,158,7,1,0.8392715559217675
2024-06-02,A,125,104,221,11,1,0.8137679611541346
2024-06-02,B,139,91,355,1,1,0.8895966041188567
2024-06-02,C,70,149,818,9,1,0.827821293287829
2024-06-02,D,67,130,467,13,1,0.9032420244470418
2024-06-02,E,108,130,310,12,1,0.7509643018152206
2024-06-03,A,18,121,541,1,1,0.8816235272522761
2024-06-03,B,30,93,957,4,1,0.8624939254650279
2024-06-03,C,71,71,943,10,1,0.9138333028650493
2024-06-03,D,25,37,715,11,1,0.8799313944911493
2024-06-03,E,139,123,833,12,1,0.9237260137228378
2024-06-04,A,89,110,829,2,1,0.8331577565263903
2024-06-04,B,32,47,417,1,1,0.9077076767383174
2024-06-04,C,175,96,321,13,1,0.7808535586876818
2024-06-04,D,165,50,477,14,1,0.8785909797782467
2024-06-04,E,31,103,536,4,1,0.9949916970455402
2024-06-05,A,93,130,439,12,1,0.7651692659359032
2024-06-05,B,174,92,633,6,1,0.9665392329768762
2024-06-05,C,88,34,927,8,1,0.9351317167051748
2024-06-05,D,65,139,798,8,1,0.9702882687071404
2024-06-05,E,113,106,329,2,1,0.7747026208327269
2024-06-06,A,191,67,787,11,1,0.7979917748277733
2024-06-06,B,40,120,579,13,1,0.999288489220647
2024-06-06,C,172,124,754,13,1,0.9883478247130495
2024-06-06,D,196,50,598,6,1,0.7938333967631062
2024-06-06,E,57,146,902,6,0,0.9293060159309282
2024-06-07,A,123,78,455,7,1,0.885857860010891
2024-06-07,B,108,32,307,5,1,0.8760809519676721
2024-06-07,C,34,97,672,13,1,0.8326881416353406
2024-06-07,D,83,90,764,4,1,0.9605232363824147
2024-06-07,E,148,139,794,12,1,0.7634907695709583
2024-06-08,A,60,50,879,2,1,0.941324217903242
2024-06-08,B,175,54,113,11,1,0.9498495705607227
2024-06-08,C,164,84,793,2,1,0.9775141526029043
2024-06-08,D,181,34,442,9,1,0.9922742962434268
2024-06-08,E,191,103,950,1,1,0.8797906348418313
2024-06-09,A,152,133,505,6,1,0.8358733210802832
2024-06-09,B,183,43,533,4,1,0.7074898666360171
2024-06-09,C,68,72,306,12,1,0.9057101628800932
2024-06-09,D,175,32,255,8,1,0.9644846919633993
2024-06-09,E,75,66,841,2,1,0.8749572412831292
2024-06-10,A,117,69,910,6,1,0.7199582824632565
2024-06-10,B,167,110,739,4,1,0.9648744449556167
2024-06-10,C,71,136,618,13,1,0.9050361332222526
2024-06-10,D,164,82,314,8,1,0.7375661678550494
2024-06-10,E,188,113,904,10,1,0.880911866515985
2024-06-11,A,66,37,306,5,0,0.8005837150234887
2024-06-11,B,62,148,367,1,1,0.9675679309769688
2024-06-11,C,166,48,593,11,1,0.8248654176536048
2024-06-11,D,67,63,862,4,0,0.982715036200683
2024-06-11,E,169,81,882,5,1,0.9955911496861857
2024-06-12,A,49,101,395,12,1,0.939487959162756
2024-06-12,B,119,93,192,14,0,0.9479855036507466
2024-06-12,C,37,78,519,13,1,0.9926119831439263
2024-06-12,D,35,115,615,2,1,0.959397676557442
2024-06-12,E,136,149,570,6,1,0.7907258533835609
2024-06-13,A,55,125,289,5,1,0.9341668080661641
2024-06-13,B,137,139,454,12,1,0.8463502955632037
2024-06-13,C,154,94,346,10,1,0.7170936180992105
2024-06-13,D,193,127,876,6,1,0.8722862725270633
2024-06-13,E,124,105,498,10,1,0.8614068116091709
2024-06-14,A,176,42,948,9,1,0.7047469515990462
2024-06-14,B,91,106,819,9,1,0.8449542589941005
2024-06-14,C,197,100,860,3,1,0.7369697727148974
2024-06-14,D,48,97,286,9,1,0.9709894043127132
2024-06-14,E,118,110,328,6,1,0.8737943399985814
2024-06-15,A,99,43,706,6,1,0.8657986803330244
2024-06-15,B,34,106,771,11,1,0.8712632250518428
2024-06-15,C,62,123,550,12,1,0.8219670351424312
2024-06-15,D,159,125,521,8,1,0.8113508548058594
2024-06-15,E,15,107,643,3,1,0.9681955615140883
2024-06-16,A,85,78,926,13,1,0.7525369420391059
2024-06-16,B,98,70,386,14,1,0.8565859010435691
2024-06-16,C,136,51,487,13,1,0.8800844381584111
2024-06-16,D,186,49,599,13,1,0.7796110334805926
2024-06-16,E,138,44,372,8,1,0.9762218951027906
2024-06-17,A,118,52,785,8,1,0.7714439960997088
2024-06-17,B,196,42,328,1,1,0.9107465024765407
2024-06-17,C,128,31,857,2,1,0.9112249813964017
2024-06-17,D,22,125,597,13,1,0.8427063454032876
2024-06-17,E,180,114,705,5,0,0.8939801331845986
2024-06-18,A,125,44,300,4,1,0.8503826933877188
2024-06-18,B,137,81,516,9,1,0.9517541184940895
2024-06-18,C,10,73,838,11,1,0.7712435670256772
2024-06-18,D,24,41,580,13,1,0.8824958500023314
2024-06-18,E,81,56,289,12,1,0.9404337328668861
2024-06-19,A,199,144,238,7,1,0.9318314258995237
2024-06-19,B,169,122,824,5,1,0.9782065541758892
2024-06-19,C,95,79,713,5,1,0.8293337215291015
2024-06-19,D,186,128,470,11,1,0.7996616712841964
2024-06-19,E,72,133,950,7,1,0.8834390833676983
2024-06-20,A,156,85,127,2,1,0.8798882705379764
2024-06-20,B,77,115,317,1,1,0.9890080961338114
2024-06-20,C,61,87,387,1,1,0.8868068622849392
2024-06-20,D,92,87,351,3,1,0.793948960548933
2024-06-20,E,37,30,309,8,1,0.9954537231901281
2024-06-21,A,123,33,591,11,0,0.7488372967618687
2024-06-21,B,85,60,571,7,1,0.8340143581775561
2024-06-21,C,43,96,349,8,1,0.8985740897911034
2024-06-21,D,35,49,459,10,1,0.7882800209911343
2024-06-21,E,195,56,563,1,0,0.7637341831586418
2024-06-22,A,190,73,381,2,1,0.8070306134869818
2024-06-22,B,149,116,231,7,1,0.7321171535662557
2024-06-22,C,98,95,769,3,1,0.8289872859339464
2024-06-22,D,186,145,825,5,1,0.8594364742567916
2024-06-22,E,47,44,349,14,1,0.8301531768565732
2024-06-23,A,30,117,988,10,1,0.970723909985831
2024-06-23,B,121,137,402,7,1,0.9794664742928443
2024-06-23,C,113,52,291,3,1,0.8681739427003146
2024-06-23,D,189,142,811,7,1,0.9339964980731633
2024-06-23,E,131,138,792,7,1,0.7276503875417296
2024-06-24,A,111,122,296,9,1,0.935050024253577
2024-06-24,B,113,89,918,14,1,0.766918618462827
2024-06-24,C,176,119,816,11,1,0.8683767034224772
2024-06-24,D,134,83,831,10,1,0.7095335453071973
2024-06-24,E,195,114,795,2,0,0.7158295773578808
2024-06-25,A,85,30,538,6,1,0.8841910918975697
2024-06-25,B,74,92,589,6,1,0.9235538486108843
2024-06-25,C,31,67,710,13,1,0.7474911700316843
2024-06-25,D,26,46,701,13,0,0.8400079362653224
2024-06-25,E,87,74,873,3,1,0.8142973821005199
2024-06-26,A,198,44,921,13,1,0.8377372069860043
2024-06-26,B,172,89,105,5,1,0.9051599355506029
2024-06-26,C,171,55,914,5,1,0.7749316487339559
2024-06-26,D,68,93,853,2,1,0.9784305506529359
2024-06-26,E,22,36,483,12,1,0.8838387506609531
2024-06-27,A,172,110,518,3,1,0.9044059039724046
2024-06-27,B,131,77,143,8,1,0.8314530149999065
2024-06-27,C,80,136,149,1,1,0.9250085236426574
2024-06-27,D,67,43,979,14,1,0.7470438115950416
2024-06-27,E,153,91,487,13,1,0.8554828529342939
2024-06-28,A,40,32,857,8,1,0.9194459079109347
2024-06-28,B,54,95,875,7,1,0.9749261633596199
2024-06-28,C,134,86,897,10,1,0.7129157208147006
2024-06-28,D,126,122,522,12,1,0.9680783759350394
2024-06-28,E,160,98,449,6,1,0.7711433397933133
2024-06-29,A,117,33,192,7,1,0.8301311698054052
2024-06-29,B,24,69,989,9,1,0.8719126601857047
2024-06-29,C,121,149,990,3,1,0.9138537987582864
2024-06-29,D,105,33,551,1,1,0.8037418295231274
2024-06-29,E,44,51,292,4,1,0.8858030362410734
2024-06-30,A,12,38,415,12,1,0.9064136671222386
2024-06-30,B,122,134,940,7,0,0.9661357951671096
2024-06-30,C,78,76,983,7,1,0.7480676802929519
2024-06-30,D,121,140,124,10,1,0.7252382986778149
2024-06-30,E,67,123,474,9,0,0.7478874704296501
2024-07-01,A,57,127,877,3,1,0.9490452948993754
2024-07-01,B,182,36,602,1,1,0.9605228571840803
2024-07-01,C,85,71,153,11,0,0.8721849598207031
2024-07-01,D,27,128,286,10,1,0.9344846437589197
2024-07-01,E,184,140,403,10,1,0.8193053243299164
2024-07-02,A,139,119,926,11,1,0.7814476007628134
2024-07-02,B,16,92,978,7,1,0.7151719311472686
2024-07-02,C,21,42,865,11,1,0.7672955676560579
2024-07-02,D,129,65,619,5,0,0.7579748245702504
2024-07-02,E,127,122,274,12,1,0.7839237903307212
2024-07-03,A,23,103,170,13,1,0.9277260797666915
2024-07-03,B,38,96,327,14,1,0.7648751584559587
2024-07-03,C,30,93,264,11,1,0.8642244521139177
2024-07-03,D,34,99,930,4,1,0.7376696735911754
2024-07-03,E,155,98,967,14,1,0.9091491076413941
2024-07-04,A,150,72,929,6,1,0.9658258326440549
2024-07-04,B,189,140,940,7,1,0.894431510360237
2024-07-04,C,125,140,434,9,1,0.8636746365376199
2024-07-04,D,59,111,616,4,1,0.860545700104105
2024-07-04,E,31,87,935,13,1,0.7090063996447216
2024-07-05,A,146,135,706,7,1,0.7507185335319149
2024-07-05,B,168,64,540,5,1,0.7868318564858463
2024-07-05,C,190,61,933,11,1,0.8282459362270803
2024-07-05,D,69,117,884,14,0,0.8288868591690532
2024-07-05,E,97,30,986,5,1,0.7048601192018401
2024-07-06,A,59,41,706,1,1,0.997588824171593
2024-07-06,B,74,76,280,10,1,0.8807409492110365
2024-07-06,C,13,137,630,10,1,0.727981434033451
2024-07-06,D,84,138,294,12,1,0.9668729854991477
2024-07-06,E,191,95,916,2,1,0.8287187107907997
2024-07-07,A,175,57,892,13,1,0.9829185692220914
2024-07-07,B,86,149,460,6,1,0.7179829902583924
2024-07-07,C,31,86,567,2,0,0.9202453777124938
2024-07-07,D,171,61,573,9,1,0.7995914514207536
2024-07-07,E,85,119,300,10,0,0.7775774773404351
2024-07-08,A,29,68,159,2,1,0.8644435608184066
2024-07-08,B,161,147,485,9,1,0.7151250320806627
2024-07-08,C,21,130,255,4,1,0.850083560562328
2024-07-08,D,147,139,945,5,1,0.8022875714306674
2024-07-08,E,137,87,431,6,1,0.9144156500506108
2024-07-09,A,173,51,305,13,1,0.9376573584405028
2024-07-09,B,170,74,263,4,1,0.7887472292489608
2024-07-09,C,118,45,798,5,1,0.8901134799296587
2024-07-09,D,149,45,436,13,1,0.7382108420343643
2024-07-09,E,55,61,626,12,1,0.8382009489500467
2024-07-10,A,53,127,872,13,1,0.8934708715877068
2024-07-10,B,132,107,946,11,0,0.9136411137641814
2024-07-10,C,26,121,182,14,0,0.8620898220284499
2024-07-10,D,177,42,350,4,1,0.8543383983219682
2024-07-10,E,79,54,706,6,1,0.9966506594167494
2024-07-11,A,98,101,346,1,1,0.7289934502863257
2024-07-11,B,84,68,665,8,1,0.7262949508583959
2024-07-11,C,25,128,631,14,1,0.7960081949687176
2024-07-11,D,190,140,228,1,1,0.957866919075381
2024-07-11,E,17,58,211,3,1,0.9215517635531556
2024-07-12,A,117,105,311,13,1,0.9412287008900778
2024-07-12,B,28,131,784,11,1,0.7077068934608224
2024-07-12,C,95,121,151,5,1,0.7697623994862565
2024-07-12,D,51,119,851,3,1,0.8756691186379906
2024-07-12,E,165,38,119,8,0,0.7316450282383107
2024-07-13,A,21,108,538,14,0,0.7886995117814857
2024-07-13,B,20,67,709,11,1,0.8197500383533058
2024-07-13,C,125,131,468,10,1,0.9931095029635528
2024-07-13,D,81,88,151,6,1,0.7223915293238286
2024-07-13,E,112,90,423,9,1,0.9311341663221969
2024-07-14,A,149,72,662,5,1,0.9197165339792664
2024-07-14,B,130,42,700,13,1,0.7994056656208951
2024-07-14,C,127,33,174,1,1,0.7921716885543161
2024-07-14,D,101,83,314,13,1,0.8753629339778375
2024-07-14,E,120,86,637,9,0,0.8017915801928702
2024-07-15,A,173,43,433,3,1,0.9993248167030602
2024-07-15,B,167,145,192,13,1,0.9649820804278672
2024-07-15,C,188,131,717,11,1,0.832610026279337
2024-07-15,D,175,93,186,9,1,0.8946296158478158
2024-07-15,E,178,103,749,9,1,0.874520994226356
2024-07-16,A,61,62,612,12,1,0.7487982445316455
2024-07-16,B,154,33,526,6,0,0.8657098413451703
2024-07-16,C,187,102,288,3,1,0.7762783694334593
2024-07-16,D,45,79,855,11,1,0.8778312822610554
2024-07-16,E,130,47,255,12,1,0.8675056945192341
2024-07-17,A,196,60,359,5,0,0.9818705767075497
2024-07-17,B,185,68,588,4,1,0.7945031117130195
2024-07-17,C,75,137,367,14,1,0.7920916846627054
2024-07-17,D,10,87,957,7,1,0.8182408140347884
2024-07-17,E,53,101,763,6,1,0.8267968101366875
2024-07-18,A,110,59,860,10,1,0.9429025108797668
